t,flows,fwd_pkts,bwd_pkts,syn_flags,ack_flags,oneway_flows,label,one_way_ratio,fb_ratio,volume_raw,asym_raw,volume_z,asym_z,volume_alert,asym_alert
12620,1.00000000,13.00000000,12.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.07692308,1.00000000,0.73088751,-0.67449076,-0.69061645,0,0
12621,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12622,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12623,2.00000000,59.00000000,62.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.95238095,2.00000000,1.33809926,-0.44966051,-0.56828537,0,0
12624,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12625,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12626,1.00000000,6.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0,1.00000000,7.00000000,1.00000000,4.15888308,-0.67449076,0.00000000,0,0
12627,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12628,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12629,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12630,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12631,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12632,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12633,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12634,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12635,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12636,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12638,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12639,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12640,1.00000000,8.00000000,2.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,3.00000000,1.00000000,1.38629436,-0.67449076,-0.55857581,0,0
12641,1.00000000,8.00000000,2.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,3.00000000,1.00000000,1.38629436,-0.67449076,-0.55857581,0,0
12642,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12643,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12644,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12645,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12646,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12647,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12648,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12649,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12650,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12651,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12652,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12653,1.00000000,6.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0,1.00000000,7.00000000,1.00000000,4.15888308,-0.67449076,0.00000000,0,0
12654,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12655,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12656,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12657,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12658,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12659,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12660,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12661,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12662,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12663,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12664,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12665,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12666,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12667,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12668,1.00000000,33.00000000,40.00000000,0.00000000,1.00000000,0.00000000,1,0.00000000,0.82926829,1.00000000,0.60391605,-0.67449076,-0.71619659,0,0
12669,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12670,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12671,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12672,8.00000000,20.00000000,0.00000000,0.00000000,0.00000000,8.00000000,0,1.00000000,21.00000000,8.00000000,49.45667925,0.89932101,9.12585874,0,1
12673,32.00000000,80.00000000,4.00000000,0.00000000,0.00000000,30.00000000,0,0.93750000,16.20000000,32.00000000,176.38438180,6.29524709,34.69717527,0,1
12674,4.00000000,12.00000000,2.00000000,0.00000000,0.00000000,3.00000000,0,0.75000000,4.33333333,4.00000000,11.71783504,0.00000000,1.52285395,0,0
12675,6.00000000,12.00000000,3.00000000,0.00000000,0.00000000,4.00000000,0,0.66666667,3.25000000,6.00000000,14.46918983,0.44966051,2.07715189,0,0
12676,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12677,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12678,1.00000000,31.00000000,40.00000000,0.00000000,1.00000000,0.00000000,1,0.00000000,0.78048780,1.00000000,0.57688737,-0.67449076,-0.72164188,0,0
12679,2.00000000,2.00000000,5.00000000,0.00000000,0.00000000,0.00000000,1,0.00000000,0.50000000,2.00000000,0.81093022,-0.44966051,-0.67449076,0,0
12680,1.00000000,24.00000000,40.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.60975610,1.00000000,0.47608268,-0.67449076,-0.74195036,0,0
12681,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12682,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12683,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12684,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12685,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12686,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12687,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12688,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12689,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12690,1.00000000,4.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1,0.00000000,1.66666667,1.00000000,0.98082925,-0.67449076,-0.64026228,0,0
12691,3.00000000,35.00000000,45.00000000,0.00000000,1.00000000,0.00000000,1,0.00000000,0.78260870,3.00000000,1.73423355,-0.22483025,-0.48847871,0,0
12692,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12693,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12694,6.00000000,12.00000000,0.00000000,0.00000000,0.00000000,6.00000000,0,1.00000000,13.00000000,6.00000000,31.66868796,0.44966051,5.54222533,0,0
12695,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12696,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12697,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12698,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12699,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12700,1.00000000,4.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1,0.00000000,1.66666667,1.00000000,0.98082925,-0.67449076,-0.64026228,0,0
12701,3.00000000,7.00000000,5.00000000,0.00000000,0.00000000,1.00000000,0,0.33333333,1.33333333,3.00000000,3.38919144,-0.22483025,-0.15506488,0,0
12702,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12703,3.00000000,33.00000000,37.00000000,0.00000000,1.00000000,0.00000000,1,0.00000000,0.89473684,3.00000000,1.91723988,-0.22483025,-0.45160959,0,0
12704,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12705,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12706,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12707,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12708,1.00000000,2.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1,0.00000000,1.00000000,1.00000000,0.69314718,-0.67449076,-0.69821976,0,0
12709,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12710,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12711,10.00000000,22.00000000,7.00000000,0.00000000,0.00000000,6.00000000,0,0.60000000,2.87500000,10.00000000,21.67273060,1.34898152,3.52840341,0,0
12712,1.00000000,8.00000000,2.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,3.00000000,1.00000000,1.38629436,-0.67449076,-0.55857581,0,0
12713,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12714,3.00000000,37.00000000,39.00000000,0.00000000,1.00000000,0.00000000,1,0.00000000,0.95000000,3.00000000,2.00348812,-0.22483025,-0.43423371,0,0
12715,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12716,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12717,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12718,1.00000000,4.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1,0.00000000,1.66666667,1.00000000,0.98082925,-0.67449076,-0.64026228,0,0
12719,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12720,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12721,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12722,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12723,1.00000000,4.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1,0.00000000,1.66666667,1.00000000,0.98082925,-0.67449076,-0.64026228,0,0
12724,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12725,3.00000000,37.00000000,41.00000000,0.00000000,1.00000000,0.00000000,1,0.00000000,0.90476190,3.00000000,1.93307105,-0.22483025,-0.44842019,0,0
12726,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12727,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12728,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12729,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12730,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12731,24.00000000,220.00000000,356.00000000,0.00000000,16.00000000,6.00000000,0,0.25000000,0.61904762,24.00000000,14.45514261,4.49660506,2.07432189,0,0
12732,14.00000000,208.00000000,243.00000000,0.00000000,10.00000000,0.00000000,0,0.00000000,0.85655738,14.00000000,8.66213460,2.24830253,0.90724143,0,0
12733,8.00000000,289.00000000,312.00000000,0.00000000,8.00000000,0.00000000,0,0.00000000,0.92651757,8.00000000,5.24571205,0.89932101,0.21895652,0,0
12734,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12735,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12736,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12737,5.00000000,33.00000000,44.00000000,0.00000000,1.00000000,0.00000000,1,0.00000000,0.75555556,5.00000000,2.81392681,0.22483025,-0.27095978,0,0
12738,2.00000000,2.00000000,5.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.50000000,2.00000000,0.81093022,-0.44966051,-0.67449076,0,0
12739,1.00000000,4.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1,0.00000000,1.66666667,1.00000000,0.98082925,-0.67449076,-0.64026228,0,0
12740,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12741,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12742,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12743,1.00000000,42.00000000,62.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.68253968,1.00000000,0.52030437,-0.67449076,-0.73304130,0,0
12744,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12745,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12746,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12747,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12748,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12749,4.00000000,76.00000000,98.00000000,0.00000000,1.00000000,0.00000000,1,0.00000000,0.77777778,4.00000000,2.30145658,0.00000000,-0.37420390,0,0
12750,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12751,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12752,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12753,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12754,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12755,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12756,13.00000000,202.00000000,299.00000000,0.00000000,5.00000000,0.00000000,0,0.00000000,0.67666667,13.00000000,6.71850004,2.02347228,0.51566974,0,0
12757,8.00000000,177.00000000,186.00000000,0.00000000,4.00000000,0.00000000,0,0.00000000,0.95187166,8.00000000,5.35030989,0.89932101,0.24002918,0,0
12758,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12759,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12760,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12761,3.00000000,35.00000000,39.00000000,0.00000000,1.00000000,0.00000000,1,0.00000000,0.90000000,3.00000000,1.92556166,-0.22483025,-0.44993306,0,0
12762,2.00000000,2.00000000,3.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.75000000,2.00000000,1.11923158,-0.44966051,-0.61237925,0,0
12763,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12764,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12765,8.00000000,21.00000000,4.00000000,0.00000000,1.00000000,6.00000000,0,0.75000000,4.40000000,8.00000000,23.60958535,0.89932101,3.91860921,0,0
12766,16.00000000,40.00000000,6.00000000,0.00000000,0.00000000,13.00000000,0,0.81250000,5.85714286,16.00000000,55.83343499,2.69796304,10.41054314,0,1
12767,4.00000000,10.00000000,0.00000000,0.00000000,0.00000000,4.00000000,0,1.00000000,11.00000000,4.00000000,19.87925320,0.00000000,3.16708293,0,0
12768,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12769,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12770,2.00000000,2.00000000,3.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,0.75000000,2.00000000,1.11923158,-0.44966051,-0.61237925,0,0
12771,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12772,3.00000000,32.00000000,42.00000000,0.00000000,1.00000000,0.00000000,1,0.00000000,0.76744186,3.00000000,1.70859967,-0.22483025,-0.49364301,0,0
12773,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12774,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12775,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12776,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12777,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12778,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12779,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12780,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12781,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12782,2.00000000,5.00000000,3.00000000,0.00000000,1.00000000,0.00000000,1,0.00000000,1.50000000,2.00000000,1.83258146,-0.44966051,-0.46866518,0,0
12783,2.00000000,36.00000000,36.00000000,0.00000000,1.00000000,0.00000000,1,0.00000000,1.00000000,2.00000000,1.38629436,-0.44966051,-0.55857581,0,0
12784,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12785,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
12786,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,0.00000000,1.00000000,0.00000000,0.00000000,-0.89932101,-0.83786371,0,0
