t,flows,fwd_pkts,bwd_pkts,syn_flags,ack_flags,oneway_flows,label
8061,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8062,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8063,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8064,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8065,1.00000000,2.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1
8066,1.00000000,31.00000000,38.00000000,0.00000000,1.00000000,0.00000000,1
8067,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8068,4.00000000,4.00000000,10.00000000,0.00000000,0.00000000,0.00000000,0
8069,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8070,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8071,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8072,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8073,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8074,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8075,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8076,2.00000000,2.00000000,5.00000000,0.00000000,0.00000000,0.00000000,1
8077,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8078,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8079,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8080,1.00000000,31.00000000,34.00000000,0.00000000,1.00000000,0.00000000,1
8081,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8082,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8083,14.00000000,1614.00000000,2362.00000000,0.00000000,9.00000000,3.00000000,0
8084,10.00000000,326.00000000,432.00000000,0.00000000,7.00000000,2.00000000,0
8085,11.00000000,48.00000000,39.00000000,0.00000000,2.00000000,6.00000000,0
8086,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8087,10.00000000,523.00000000,628.00000000,0.00000000,10.00000000,0.00000000,0
8088,20.00000000,233.00000000,220.00000000,0.00000000,9.00000000,5.00000000,0
8089,10.00000000,164.00000000,161.00000000,0.00000000,5.00000000,2.00000000,1
8090,15.00000000,123.00000000,109.00000000,1.00000000,5.00000000,2.00000000,0
8091,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8092,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8093,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8094,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8095,6.00000000,13.00000000,7.00000000,0.00000000,1.00000000,2.00000000,1
8096,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8097,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8098,3.00000000,7.00000000,2.00000000,0.00000000,0.00000000,2.00000000,0
8099,4.00000000,37.00000000,43.00000000,0.00000000,2.00000000,0.00000000,1
8100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8101,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8102,2.00000000,57.00000000,55.00000000,0.00000000,2.00000000,0.00000000,0
8103,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8104,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8105,2.00000000,2.00000000,5.00000000,0.00000000,0.00000000,0.00000000,0
8106,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8107,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8108,3.00000000,33.00000000,37.00000000,0.00000000,1.00000000,0.00000000,1
8109,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8110,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8111,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8112,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8113,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8114,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8115,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8116,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8117,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8118,10.00000000,46.00000000,47.00000000,0.00000000,1.00000000,4.00000000,1
8119,9.00000000,24.00000000,6.00000000,0.00000000,1.00000000,6.00000000,1
8120,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8121,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8122,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8123,1.00000000,32.00000000,52.00000000,0.00000000,0.00000000,0.00000000,0
8124,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8125,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8126,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8127,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8128,3.00000000,33.00000000,39.00000000,0.00000000,1.00000000,0.00000000,1
8129,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8130,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8131,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8132,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8133,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8134,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8135,1.00000000,3.00000000,3.00000000,0.00000000,0.00000000,0.00000000,0
8136,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8137,3.00000000,33.00000000,39.00000000,0.00000000,1.00000000,0.00000000,1
8138,2.00000000,58.00000000,56.00000000,0.00000000,2.00000000,0.00000000,0
8139,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8140,1.00000000,32.00000000,28.00000000,0.00000000,0.00000000,0.00000000,0
8141,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8142,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8143,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8144,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8145,2.00000000,2.00000000,3.00000000,0.00000000,0.00000000,0.00000000,0
8146,3.00000000,34.00000000,39.00000000,0.00000000,1.00000000,1.00000000,1
8147,1.00000000,1.00000000,2.00000000,0.00000000,0.00000000,0.00000000,1
8148,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8149,1.00000000,14.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0
8150,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8151,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8152,5.00000000,10.00000000,5.00000000,0.00000000,0.00000000,2.00000000,0
8153,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8154,2.00000000,2.00000000,7.00000000,0.00000000,0.00000000,0.00000000,0
8155,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8156,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8157,3.00000000,35.00000000,41.00000000,0.00000000,1.00000000,0.00000000,1
8158,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8159,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8160,1.00000000,4.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1
8161,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8162,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8163,2.00000000,2.00000000,3.00000000,0.00000000,0.00000000,0.00000000,0
8164,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8165,1.00000000,32.00000000,45.00000000,0.00000000,1.00000000,0.00000000,0
8166,3.00000000,33.00000000,39.00000000,0.00000000,1.00000000,0.00000000,1
8167,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8168,3.00000000,5.00000000,4.00000000,1.00000000,0.00000000,2.00000000,0
8169,1.00000000,4.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1
8170,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8171,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8172,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8173,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8174,1.00000000,52.00000000,58.00000000,0.00000000,1.00000000,0.00000000,0
8175,4.00000000,33.00000000,41.00000000,0.00000000,2.00000000,0.00000000,1
8176,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8177,1.00000000,2.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1
8178,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8179,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8180,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8181,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8182,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8183,3.00000000,33.00000000,39.00000000,0.00000000,1.00000000,0.00000000,1
8184,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8185,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8186,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8187,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8188,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8189,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8190,1.00000000,4.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1
8191,2.00000000,18.00000000,2.00000000,0.00000000,2.00000000,1.00000000,1
8192,3.00000000,35.00000000,41.00000000,0.00000000,1.00000000,0.00000000,1
8193,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8194,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8195,1.00000000,4.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1
8196,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8197,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8198,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8199,5.00000000,10.00000000,14.00000000,0.00000000,1.00000000,0.00000000,1
8200,2.00000000,2.00000000,3.00000000,0.00000000,0.00000000,0.00000000,0
8201,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8202,3.00000000,6.00000000,0.00000000,0.00000000,0.00000000,3.00000000,0
8203,7.00000000,43.00000000,48.00000000,0.00000000,1.00000000,1.00000000,1
8204,3.00000000,20.00000000,6.00000000,0.00000000,1.00000000,0.00000000,1
8205,2.00000000,2.00000000,3.00000000,0.00000000,0.00000000,0.00000000,0
8206,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8207,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8208,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8209,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8210,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8211,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8212,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8213,3.00000000,33.00000000,39.00000000,0.00000000,1.00000000,0.00000000,1
8214,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8215,1.00000000,4.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1
8216,12.00000000,30.00000000,0.00000000,0.00000000,0.00000000,12.00000000,0
8217,12.00000000,30.00000000,0.00000000,0.00000000,0.00000000,12.00000000,0
8218,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8219,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8220,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8221,1.00000000,4.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1
8222,3.00000000,33.00000000,39.00000000,0.00000000,1.00000000,0.00000000,1
8223,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8224,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8225,2.00000000,2.00000000,5.00000000,0.00000000,0.00000000,0.00000000,0
8226,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8227,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8228,1.00000000,27.00000000,34.00000000,0.00000000,1.00000000,0.00000000,1
8229,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8230,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8231,3.00000000,33.00000000,39.00000000,0.00000000,1.00000000,0.00000000,1
8232,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8233,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8234,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8235,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8236,2.00000000,3.00000000,3.00000000,0.00000000,0.00000000,1.00000000,1
8237,1.00000000,1.00000000,2.00000000,0.00000000,0.00000000,0.00000000,1
8238,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8239,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8240,3.00000000,33.00000000,41.00000000,0.00000000,1.00000000,0.00000000,1
8241,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8242,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8243,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8244,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8245,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8246,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8247,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8248,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8249,3.00000000,29.00000000,39.00000000,0.00000000,1.00000000,0.00000000,1
8250,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8251,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8252,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8253,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8254,8.00000000,20.00000000,2.00000000,0.00000000,0.00000000,7.00000000,0
8255,5.00000000,16.00000000,6.00000000,0.00000000,1.00000000,3.00000000,1
8256,4.00000000,10.00000000,2.00000000,0.00000000,0.00000000,3.00000000,0
8257,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8258,22.00000000,52.00000000,10.00000000,0.00000000,0.00000000,17.00000000,0
8259,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8260,15.00000000,73.00000000,53.00000000,0.00000000,1.00000000,8.00000000,1
8261,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8262,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8263,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8264,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8265,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8266,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8267,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8268,1.00000000,32.00000000,45.00000000,0.00000000,1.00000000,0.00000000,0
8269,3.00000000,35.00000000,41.00000000,0.00000000,1.00000000,0.00000000,1
8270,3.00000000,32.00000000,33.00000000,0.00000000,0.00000000,0.00000000,0
8271,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8272,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8273,4.00000000,10.00000000,2.00000000,0.00000000,0.00000000,3.00000000,0
8274,1.00000000,24.00000000,38.00000000,0.00000000,0.00000000,0.00000000,0
8275,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8276,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8277,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8278,3.00000000,35.00000000,41.00000000,0.00000000,1.00000000,0.00000000,1
8279,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8280,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8281,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8282,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8283,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8284,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8285,1.00000000,314.00000000,413.00000000,0.00000000,1.00000000,0.00000000,0
8286,5.00000000,936.00000000,1251.00000000,0.00000000,5.00000000,0.00000000,0
8287,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8288,9.00000000,811.00000000,1146.00000000,0.00000000,7.00000000,0.00000000,1
8289,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8290,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8291,26.00000000,1196.00000000,1372.00000000,0.00000000,23.00000000,1.00000000,0
8292,6.00000000,339.00000000,437.00000000,0.00000000,6.00000000,0.00000000,0
8293,2.00000000,68.00000000,58.00000000,0.00000000,2.00000000,0.00000000,0
8294,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8295,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8296,2.00000000,50.00000000,48.00000000,0.00000000,2.00000000,0.00000000,0
8297,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8298,2.00000000,4.00000000,5.00000000,0.00000000,0.00000000,0.00000000,0
8299,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8300,2.00000000,2.00000000,5.00000000,0.00000000,0.00000000,0.00000000,0
8301,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8302,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8303,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8304,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8305,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8306,1.00000000,33.00000000,38.00000000,0.00000000,1.00000000,0.00000000,1
8307,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8308,4.00000000,10.00000000,0.00000000,0.00000000,0.00000000,4.00000000,0
8309,4.00000000,10.00000000,0.00000000,0.00000000,0.00000000,4.00000000,0
8310,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8311,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8312,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8313,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8314,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8315,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8316,2.00000000,2.00000000,5.00000000,0.00000000,0.00000000,0.00000000,1
8317,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8318,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8319,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8320,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8321,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8322,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8323,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8324,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8325,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8326,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8327,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8328,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8329,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8330,1.00000000,128.00000000,224.00000000,0.00000000,1.00000000,0.00000000,0
8331,1.00000000,6.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0
8332,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8333,1.00000000,4.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1
8334,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8335,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8336,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8337,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8338,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8339,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8340,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8341,1.00000000,4.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1
8342,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8343,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8344,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8345,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8346,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8347,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8349,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8350,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8351,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8352,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8353,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8354,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8355,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8356,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8357,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8358,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8359,1.00000000,2.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1
8360,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8361,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8362,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8363,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8364,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8365,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8366,1.00000000,34.00000000,26.00000000,0.00000000,1.00000000,0.00000000,0
8367,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8368,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8369,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8370,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8371,1.00000000,4.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1
8372,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8373,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8374,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8375,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8376,1.00000000,35.00000000,36.00000000,0.00000000,1.00000000,0.00000000,1
8377,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8378,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8379,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8380,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8381,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8382,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8383,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8384,1.00000000,33.00000000,36.00000000,0.00000000,1.00000000,0.00000000,1
8385,3.00000000,33.00000000,39.00000000,0.00000000,1.00000000,0.00000000,1
8386,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8387,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8388,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8389,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8390,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8391,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8392,2.00000000,2.00000000,5.00000000,0.00000000,0.00000000,0.00000000,1
8393,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8394,3.00000000,41.00000000,49.00000000,0.00000000,1.00000000,0.00000000,1
8395,2.00000000,38.00000000,28.00000000,0.00000000,1.00000000,1.00000000,0
8396,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8397,1.00000000,4.00000000,2.00000000,0.00000000,1.00000000,0.00000000,1
8398,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
8399,1.00000000,28.00000000,41.00000000,0.00000000,1.00000000,0.00000000,0
8400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0
